date,vol_945
2026-03-16,52603.0
2026-03-17,9523.0
2026-03-18,35138.0
2026-03-19,30235.0
2026-03-20,22009.0
2026-03-23,49825.0
2026-03-24,20089.0
2026-03-25,24731.0
2026-03-26,21312.0
2026-03-27,30573.0
2026-03-30,25520.0
2026-03-31,30608.0
2026-04-01,32666.0
2026-04-02,38588.0
2026-04-06,14089.0
2026-04-07,22733.0
2026-04-08,56081.0
2026-04-09,19700.0
2026-04-10,26802.0
2026-04-13,15846.0
